														
Analyse du cycle de vie des produits	id: + 2076													
Combien de personnes sont mortes de la politique du grand bond en avant ?	20 à 50 millions	50 à 100 millions	80 millions	De 20 à 50 mille		ANSWERS	20 à 50 millions							
Qui a mis en place la politique du grand bond en avant ?	Mao Zedoung	Ho Chi Minh	Zhou en Lai	Deng Xiaoping		ANSWERS	Mao Zedoung							
Quel pays sera le plus peuplé en 2030 ?	La Chine	Le Brésil	L’Inde	Le Japon		ANSWERS	L’Inde							
Quel déséquilibre a entraîné la politique de l’enfant unique ?	Il y a plus de filles que de garçons	Il y a plus de garçons que de filles	Il y a plus de ruraux que d’urbains	Il y a plus d’urbains que de ruraux		ANSWERS	Il y a plus de garçons que de filles							
														
La diaspora chinoise - Sujet d'étude au choix (5)	id: + 2103													
Quel est le but des instituts Confucius ?	Promouvoir l’économie chinoise	Promouvoir la culture chinoise	Promouvoir la dictature communiste	Promouvoir l’indépendance du Tibet		ANSWERS	Promouvoir la culture chinoise							
Quelles sont les régions de départ des migrants chinois ?	Les provinces méridionales	Les régions rurales	Le nord de la Chine	Le Tibet		ANSWERS	Les provinces méridionales							
Que signifie le terme diaspora ?	Dispersion ethnique	Economie chinoise	Culture chinoise	Politique chinoise		ANSWERS	Dispersion ethnique							
Sur quoi repose l’unité de la diaspora ?	Une économie libérale	Conscience d’appartenir à une même nation	Les entreprises nationales	Des valeurs communes		ANSWERS	Conscience d’appartenir à une même nation							
En quoi la diaspora chinoise est-elle un atout diplomatique ?	Il y a des millions de chinois partout dans le monde	Cela permet de créer ou renforcer des liens	Cela créé des emplois	Cela créé des entreprises		ANSWERS	Cela permet de créer ou renforcer des liens							
Sur quel continent la Chine a-t-elle acheté des terres ?	L’Amérique	L’Océanie	L’Asie	L’Afrique		ANSWERS	L’Afrique							
Que produit-on en République Démocratique du Congo ?	Des hévéas	Des sapins	Des palmiers à huile	Des chênes		ANSWERS	Des palmiers à huile							
Qu’est ce que l’ASEAN ?	Une association sportive	Une association de coopération économique	Une association culinaire	Une association culturelle		ANSWERS	Une association de coopération économique							
A partir de quel siècle les Chinois ont-ils commencé à émigrer ?	15è siècle	16 siècle	17è siècle	19è siècle		ANSWERS	19è siècle							
Combien y a-t-il de ressortissants chinois aujourd’hui à Paris ?	240 000	340 000	440 000	800 000		ANSWERS	240 000							
														
Shanghai, métropole - Sujet d'étude au choix (5)	id: + 2104													
Dans quel pays se situe Shanghai ?	En Inde	Au Brésil	En Chine	Au Vietnam		ANSWERS	En Chine							
Sur quel fleuve est construit le barrage des Trois Gorges ?	Le Yangzi	Le Fleuve Jaune	Le Taihu	Le Gange		ANSWERS	Le Yangzi							
Combien d’aéroports y a-t-il à Shanghai ?	1	2	3	4		ANSWERS	2							
Quand a eu lieu l’exposition universelle à Shanghai ?	En 2012	En 2009	En 2015	En 2010		ANSWERS	En 2010							
Combien d’habitants compte Shanghai ?	3 millions	17 millions	24 millions	7 milliards		ANSWERS	24 millions							
A quoi reconnaît-on un quartier d’affaires ?	Verticalité du bâti	Horizontalité du bâti	Présence de parcs	Il y a beaucoup de monde		ANSWERS	Verticalité du bâti							
Pourquoi peut-on dire que Shanghai est intégrée à la mondialisation ?	C’est la 6e place boursière mondiale	Il y a beaucoup de touristes	C’est une grande ville	C’est une métropole		ANSWERS	C’est la 6e place boursière mondiale							
Pourquoi peut-on dire que Shanghai est une grande place commerciale ?	Elle est située sur le littoral	C’est le premier port de conteneurs au monde	L’activité de pêche y est importante	Il y a du commerce		ANSWERS	C’est le premier port de conteneurs au monde							
Comment s’appelle le nouveau port à conteneurs ?	Le Yangzi	Le Wuxi	Le Kunshan	Le Yangshan		ANSWERS	Le Yangshan							
Quelles sont les projections pour 2025 ?	Shanghai capitale économique	Shanghai première ville mondiale	Shanghai capitale politique mondiale	Shanghai capitale culturelle		ANSWERS	Shanghai première ville mondiale							
														
La mondialisation, interdépendances et hiérarchisations	id: + 2106													
Quel est le produit le plus échangé au monde ?	le maïs	le riz	le pétrole	) l'eau		ANSWERS	le pétrole							
Quelle organisation fixe les règles commerciales internationales ?	l'ONG	l'OMC	l'ONU	le FMI		ANSWERS	l'OMC							
Sous quel terme regroupe-t-on les pôles majeurs de l'économie mondiale ?	la Triade	la Triplice	la Triple-Alliance	La Triple-Entente		ANSWERS	la Triade							
Quelle ville n'est pas considérée comme une métropole mondiale ?	Tokyo	New York	Detroit	Paris		ANSWERS	Detroit							
Donner un exemple de pays enclavé :	les Etats-Unis d'Amérique	l'Espagne	le Sri Lanka	la Suisse		ANSWERS	la Suisse							
Quel type d'espace est essentiel à la mondialisation ?	les espaces touristiques	les espaces productifs	les espaces technologiques	les espaces maritimes		ANSWERS	les espaces maritimes							
Qu'est ce qu’ une ressource halieutique ?	une ressource venant du vent	une ressource venant de la pêche	une ressource venant des hydrocarbures	une ressource venant d'archipels		ANSWERS	une ressource venant de la pêche							
Quel continent est surnommé « l'atelier du monde »?	L'Amérique du Sud	L'Amérique du Nord	L'Asie	l'Afrique		ANSWERS	L'Asie							
Les territoires sont-ils égaux face à la mondialisation ?	oui	non	cela dépend de leur conjoncture économique	cela dépend de leur type de gouvernement		ANSWERS	non							
Quel pays n'appartient pas au groupement « BRICS » ?	l'Argentine	la Russie	l'Inde	l'Afrique du Sud		ANSWERS	l'Argentine							
														
Vivre et mourir en temps de guerre - Sujet d'étude au choix (2)	id: + 2107													
Sur les 60 millions de morts qui résultent de la Seconde Guerre Mondiale combien d'entre eux sont des civils ?	10 millions	20 millions	40 millions	60 millions		ANSWERS	40 millions							
Que signifie le terme lebensraum ?	L'espace vital pour l'agriculture allemandes	L'espace productif allemand	L'espace vital essentiel au bien-être de la race aryenne	L'espace touristique allemand		ANSWERS	L'espace vital essentiel au bien-être de la race aryenne							
Qui est l'auteur de Mein Kampf ?	Adolph Hitler	Heinrich Himmler	Philippe Pétain	Le général de Gaulle		ANSWERS	Adolph Hitler							
La Nuit de Cristal se déroule le :	Le 9 octobre 1936	Le 9 novembre 1938	Le 9 décembre 1940	Le 9 janvier 1942		ANSWERS	Le 9 novembre 1938							
A partir de quelle année se développe « la solution finale » ?	1933	1936	1940	1942		ANSWERS	1942							
Que se passe-t-il en France en 1940 ?	Le décès du maréchal Pétain.	La victoire française face aux allemands	L'arrivée au pouvoir du régime de Vichy	L'occupation totale du territoire français.		ANSWERS	L'arrivée au pouvoir du régime de Vichy							
A partir de 1940, quelle est la devise de la France ?	« Liberté, égalité, Fraternité »	« Discipline, Ordre, Epargne, Courage »	« Légion, Education, Artisanat »	« Travail, Famille, Patrie »		ANSWERS	« Travail, Famille, Patrie »							
Le régime de Vichy crée :	Les camps d'extermination	La Milice	L'école gratuite	Le plein-emploi.		ANSWERS	La Milice							
Que signifie l'acronyme CNR :	Conservatoire National de la Résistance	Conseil National de la Résistance	Cession Nationale de la Résistance	Communauté Nationale de la Résistance.		ANSWERS	Conseil National de la Résistance							
Qui succède à Pétain à la tête de la France, suite à la guerre ?	Adolph Hitler	Jean Moulin	Pierre Laval	Charles de Gaulle		ANSWERS	Charles de Gaulle							
En Inde, le constructeur automobile Tata, arrive à produire une voiture disponible à partir de :	1600 euros	2000 euros	2600 euros	3000 euros		ANSWERS	2600 euros							
Comment appelle-t-on le réseau constitué par les principales métropoles mondiales ?	L'archipel métropolitain mondial	Le réseau des métropoles mondiales	La Triade	Le libéralisme économique		ANSWERS	La Triade							
Quel est le modèle de voiture qui a lancé internationalement le constructeur Toyota ?	Corolla	Corona	Prius	Corsa		ANSWERS	Corolla							
														
Les fluides dans l'habitat : la climatisation	id: + 2126													
Quelle énergie faut-il fournir à 10,0 kg d’eau initialement à 20°C pour la porter à l’état de vapeur d’eau à 100°C ?														
Données : on prendra   4185 J - kg<sup>-1</sup> - K<sup>-1</sup> pour la capacité thermique massique de l’eau et 2260 kJ pour sa chaleur latente de vaporisation	3348 kJ	3,3706 MJ	22,6 MJ	25,948 MJ		ANSWERS	25,948 MJ							
Dans la relation Q = m.c .ΔT , que peut-on en déduire si Q < 0 ?	Que la capacité thermique massique c est négative	Que  ΔT<0 , c'est-à-dire que la température du corps diminue	Ce n'est pas possible	Que le corps subit un changement d’état		ANSWERS	Que  ΔT<0 , c'est-à-dire que la température du corps diminue							
Quel nom générique donne-t-on à un changement d’état où la matière passe de l’état liquide à l’état gazeux ?	Ebullition	Evaporation	Vaporisation	Gazéification		ANSWERS	Vaporisation							
Combien vaut 1 kilo-calorie en Joules ?	4,185 J	1000 J	4,185 kJ	1 J		ANSWERS	4,185 kJ							
Dans une machine thermique, la consommation électrique de l’appareil est principalement due :	A l'évaporateur	Au compresseur	Au détendeur	Au condenseur		ANSWERS	Au compresseur							
Que représente le COP d’une machine thermique ?	Son coefficient de performance	Son coefficient de partage.	Son coefficient opérationnel.	Sa charge opérationnelle		ANSWERS	Son coefficient de performance							
Quel est le problème principal avec les gaz frigorigènes comme les CFC ?	Ils sont toxiques pour l'Homme	Ils sont inflammables	Ils dégradent la couche d’ozone	Ils sont de puissants gaz à effets de serre		ANSWERS	Ils dégradent la couche d’ozone							
Imaginons une pièce parfaitement isolée thermiquement dans laquelle se trouve un réfrigérateur en fonctionnement. Quel est l’effet de cette machine sur la température régnant au sein de la pièce ?	La température de la pièce tend à augmenter	La température de la pièce tend à diminuer	La température de la pièce reste stable	Cela dépend de la manière de fonctionner du réfrigérateur		ANSWERS	La température de la pièce tend à augmenter							
Laquelle des quatre propositions suivantes est vraie ?	Le COP est typiquement inférieur à 1 pour les climatiseurs du marché	Le COP s’exprime en Joule	COP = ⎜Q⎜/ W	COP = W /⎜Q⎜		ANSWERS	COP = ⎜Q⎜/ W							
Quel(s) gaz frigorigène(s) équipe(nt) les climatiseurs domestiques vendus actuellement ?	Les CFC	Les HCFC	Les HFC	Le dioxyde de carbone		ANSWERS	Les HFC							
Une trame sous protocole TCP-IP encapsule :	2 couches	5 couches	4 couches		ANSWERS	4 couches								
AC 10 19 72 à pour valeur décimale pointée :	172.10.25.83	172.10.25.114	172.16.25.114		ANSWERS	172.16.25.114								
														
La statique plane : Synthèse	id: + 2128													
Pour un objet soumis à une compression les forces …	Sont de sens contraires.	Sont de sens contraires et de même direction	Sont colinéaires et de sens contraires		ANSWERS	Sont colinéaires et de sens contraires								
Un moment est défini par …	Deux forces.	Une force et une distance.	Deux forces opposées		ANSWERS	Une force et une distance.								
Pour qu’un objet soit en équilibre il faut que…	La somme des forces soit nulle.	La somme des moments soit nulle.	La somme des forces soit nulle et la somme des moments soit nulle.		ANSWERS	La somme des forces soit nulle et la somme des moments soit nulle.								
On peut résoudre graphiquement un problème de statique graphique si …	On connait l’intensité de l’une des forces et les trois autres directions.	On connait les trois directions.	On connait l’intensité de deux forces et au moins une direction.		ANSWERS	On connait l’intensité de l’une des forces et les trois autres directions.								
La résistance thermique de conduction à pour expression :	﻿R<sub>cd</sub> = e/λ	﻿R<sub>cd</sub> = λ/e	﻿R<sub>cd</sub> = 1/h		ANSWERS	﻿R<sub>cd</sub> = e/λ								
La résistance thermique de convection à pour expression :	﻿R<sub>cv</sub>=e/λ	﻿R<sub>cv</sub>=﻿λ/e	﻿R<sub>cv</sub>=1/h		ANSWERS	﻿R<sub>cv</sub>=1/h								
														
Equations différentielles	id: + 2135													
Dans une équation différentielle, l’inconnue est :	Un nombre	Une fonction	Une courbe	Une probabilité		ANSWERS	Une fonction							
Quelle est l’équation différentielle parmi les équations suivantes ?	2x = 3	f(0) = 5	f(x) - 2f'(x) = 3e<sup>x</sup>	x - 1 > e<sup>x</sup>		ANSWERS	f(x) - 2f'(x) = 3e<sup>x</sup>							
Une solution de y' = y est :	In (x)	1/x	x²	e<sup>x</sup>		ANSWERS	e<sup>x</sup>							
Une équation différentielle du premier ordre s’écrit de la forme :	y'' = y	y' + ay = b	y = b	y'ya = b		ANSWERS	y' + ay = b							
Les solutions d’une équation différentielle du premier ordre sont de la forme :	y = ax + b	y = e<sup>ax</sup> + b	y = ke<sup>-ax</sup> + b/a	y = ke<sup>ax</sup> - b/a		ANSWERS	y = ke<sup>-ax</sup> + b/a							
